objectID,department,title,artistDisplayName,inferred_gender,century,medium_category,img_width,img_height,aspect_ratio,score_set_1_masterpiece,score_set_2_quality,score_set_3_influence,score_set_4_neutral_control,mean_value_score
764095,The American Wing,"Christ Carrying the Cross, called ""The Lord of the Fall""",Unknown,unknown,18th c. CE,painting,470,624,0.75,1.4176883697509766,-4.609594345092773,-3.039081573486328,-1.9730205535888672,-2.051002025604248
324199,Ancient West Asian Art,Fan or fly-whisk handle in the form of four female figures,,unknown,8th c. BCE,other,599,620,0.97,5.8818511962890625,-4.747382164001465,-0.21087646484375,-1.7527408599853516,-0.20728707313537598
322354,Ancient West Asian Art,Drachm,,unknown,1th c. BCE,other,600,600,1.0,0.19985389709472656,-6.051222801208496,-3.511016845703125,-2.496631622314453,-2.964754343032837
325572,Ancient West Asian Art,Ivory fragment,,unknown,9th c. BCE,other,600,571,1.05,6.661409378051758,-5.41457462310791,-3.1899185180664062,-2.868316650390625,-1.202850103378296
327376,Ancient West Asian Art,Sherd,,unknown,56th c. BCE,other,521,624,0.83,4.106685638427734,-4.855709075927734,-0.10835075378417969,-2.218264579772949,-0.7689096927642822
327685,Ancient West Asian Art,Cylinder seal and modern impression: winged horse with claws and horns,,unknown,14th c. BCE,other,599,449,1.33,3.48122501373291,-3.4931764602661133,-2.3680553436279297,-1.9258432388305664,-1.0764625072479248
324383,Ancient West Asian Art,Plaque fragment,,unknown,8th c. BCE,other,575,624,0.92,5.942483901977539,-10.331350326538086,-10.043888092041016,-3.98602294921875,-4.604694366455078
322356,Ancient West Asian Art,Tetradrachm,,unknown,1th c. CE,other,600,600,1.0,0.057964324951171875,-5.9515790939331055,-2.4140796661376953,-5.086115837097168,-3.348452568054199
853449,The American Wing,Portrait of Sor Juana de Nuestra Señora de Guadalupe,Domingo Ortiz,male,18th c. CE,painting,510,624,0.82,-1.151763916015625,-1.2076530456542969,-1.5260658264160156,-2.281970977783203,-1.5418634414672852
4895,The American Wing,Vase,M. Louise McLaughlin,female,20th c. CE,other,468,624,0.75,4.083471298217773,-0.34792518615722656,-1.3743438720703125,-1.9496231079101562,0.10289478302001953
324751,Ancient West Asian Art,Border strip,,unknown,9th c. BCE,other,599,484,1.24,7.820619583129883,-5.518576622009277,-3.3208274841308594,-3.746954917907715,-1.1914348602294922
322973,Ancient West Asian Art,Plate with king hunting rams,,unknown,5th c. CE,other,599,589,1.02,2.8368911743164062,-2.6110525131225586,-1.3227596282958984,-1.9171390533447266,-0.7535150051116943
322357,Ancient West Asian Art,Drachm,,unknown,1th c. CE,other,600,600,1.0,1.2632484436035156,-3.819732666015625,-2.448638916015625,-0.8805522918701172,-1.471418857574463
324747,Ancient West Asian Art,Plaque fragment,,unknown,8th c. BCE,other,599,487,1.23,3.82427978515625,-9.638640403747559,-5.580697059631348,-3.8205718994140625,-3.8039073944091797
323943,Ancient West Asian Art,Jug in the form of a recumbent bull,,unknown,7th c. BCE,other,600,410,1.46,2.617542266845703,-4.112998962402344,-0.7982654571533203,-2.6923561096191406,-1.2465195655822754
328186,Ancient West Asian Art,Plate with reclining zebu,,unknown,23th c. BCE,other,544,624,0.87,2.9064197540283203,-3.4989519119262695,-1.4056987762451172,-0.9604701995849609,-0.7396752834320068
324745,Ancient West Asian Art,Border strip,,unknown,9th c. BCE,other,600,510,1.18,7.443231582641602,-5.57867431640625,-2.2118453979492188,-3.5262374877929688,-0.968381404876709
326455,Ancient West Asian Art,Bulla,,unknown,2th c. BCE,other,599,455,1.32,3.2709903717041016,-5.257763862609863,-2.265016555786133,-3.3019981384277344,-1.8884470462799072
324749,Ancient West Asian Art,Border strip,,unknown,9th c. BCE,other,600,472,1.27,6.116968154907227,-6.014094352722168,-3.7653846740722656,-2.7859954833984375,-1.6121265888214111
324139,Ancient West Asian Art,Jar with paired birds in panels,,unknown,16th c. BCE,other,594,625,0.95,4.916309356689453,-2.593809127807617,0.20756912231445312,-2.7775402069091797,-0.061867713928222656
326457,Ancient West Asian Art,Bulla,,unknown,2th c. BCE,other,599,449,1.33,2.6460494995117188,-5.26751708984375,-1.938089370727539,-3.9834251403808594,-2.1357455253601074
325566,Ancient West Asian Art,"Furniture plaque carved in relief with a striding, ram-headed sphinx supported by two kneeling figures",,unknown,9th c. BCE,other,532,624,0.85,6.824489593505859,-8.187413215637207,-2.726215362548828,-4.77796745300293,-2.2167766094207764
329081,Ancient West Asian Art,"Proto-Cuneiform tablet with seal impressions: administrative account of barley distribution with cylinder seal impression of a male figure, hunting dogs, and boars",,unknown,31th c. BCE,other,468,624,0.75,4.505230903625488,-5.269702911376953,-3.9759817123413086,0.16196155548095703,-1.144623041152954
325869,Ancient West Asian Art,"Furniture plaque carved in relief with two addorsed, ram-headed sphinxes",,unknown,9th c. BCE,other,600,348,1.72,3.7179603576660156,-4.539502143859863,-3.5360450744628906,-0.9008150100708008,-1.3146004676818848
