objectID,title,department,classification,culture,medium,objectDate,objectBeginDate,objectEndDate,artistDisplayName,artistNationality,artistGender,artistBeginDate,artistEndDate,primaryImage,primaryImageSmall,tags,creditLine,isHighlight,source_harvest,inferred_gender,century,medium_category
459028,Portrait of Alvise Contarini(?); (verso) A Tethered Roebuck,Robert Lehman Collection,Paintings,,Oil on wood; verso: oil and gold on wood,ca. 1485–95,1480,1500,Jacometto (Jacometto Veneziano),Italian,,1472.0,1498.0,https://images.metmuseum.org/CRDImages/rl/original/DP221485.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DP221485.jpg,Men;Portraits;Profiles,"Robert Lehman Collection, 1975",True,results_harvest_17_departments/met_metadata.csv,unknown,15th c. CE,painting
459254,Self-portrait,Robert Lehman Collection,Manuscripts and Illuminations,,Tempera and gold leaf on parchment,1558,1558,1558,Simon Bening,Netherlandish,,1483.0,1561.0,https://images.metmuseum.org/CRDImages/rl/original/DT3622.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DT3622.jpg,Men;Self-portraits,"Robert Lehman Collection, 1975",True,results_harvest_17_departments/met_metadata.csv,male,16th c. CE,painting
459249,"Tabernacle House Altar with the Adoration of the Shepherds, the Adoration of the Magi, and the Annunciation.",Robert Lehman Collection,Glass,,"Ebony-veneered soft wood, silver gilt, rock crystal, agate, and reverse painted and gilded glass.",second half 16th century (panels); ca. 1865–90 (frame),1550,1890,Reinhold Vasters,German,,1827.0,1909.0,https://images.metmuseum.org/CRDImages/rl/original/SLP1558-1.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/SLP1558-1.jpg,Altars;Adoration of the Magi;Adoration of the Shepherds;Annunciation,"Robert Lehman Collection, 1975",True,results_harvest_17_departments/met_metadata.csv,male,16th c. CE,other
459027,"Portrait of a Woman, Possibly a Nun of San Secondo; (verso) Scene in Grisaille",Robert Lehman Collection,Paintings,,Oil on wood; (verso: oil and gold on wood),ca. 1485–95,1480,1500,Jacometto (Jacometto Veneziano),Italian,,1472.0,1498.0,https://images.metmuseum.org/CRDImages/rl/original/DP221483.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DP221483.jpg,Portraits;Women,"Robert Lehman Collection, 1975",True,results_harvest_17_departments/met_metadata.csv,unknown,15th c. CE,painting
459080,Erasmus of Rotterdam,Robert Lehman Collection,Paintings,,Oil on linden panel,ca. 1532,1527,1537,Hans Holbein the Younger,German,,1497.0,1543.0,https://images.metmuseum.org/CRDImages/rl/original/DP164857.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DP164857.jpg,Men;Portraits,"Robert Lehman Collection, 1975",True,results_harvest_17_departments/met_metadata.csv,male,16th c. CE,painting
458967,Saint Anthony the Abbot in the Wilderness,Robert Lehman Collection,Paintings,,Tempera and gold on wood,ca. 1440,1435,1445,Sano di Pietro (Ansano di Pietro di Mencio),Italian,,1405.0,1481.0,https://images.metmuseum.org/CRDImages/rl/original/DP319194.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DP319194.jpg,Deer;Landscapes;Saints,"Robert Lehman Collection, 1975",True,results_harvest_17_departments/met_metadata.csv,unknown,15th c. CE,painting
459061,"Christ Carrying the Cross, with the Crucifixion; The Resurrection, with the Pilgrims of Emmaus",Robert Lehman Collection,Paintings,,Oil on oak panel,ca. 1510,1507,1513,Gerard David,Netherlandish,,1455.0,1523.0,https://images.metmuseum.org/CRDImages/rl/original/DT1472.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DT1472.jpg,Men;Dogs;Christ;Bearing the Cross;Crucifixion;Resurrection,"Robert Lehman Collection, 1975",True,results_harvest_17_departments/met_metadata.csv,male,16th c. CE,painting
458979,Madonna and Child,Robert Lehman Collection,Paintings,,"Tempera on wood, gold ground",ca. 1455–60,1450,1465,Sano di Pietro (Ansano di Pietro di Mencio),Italian,,1405.0,1481.0,https://images.metmuseum.org/CRDImages/rl/original/DT3028.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DT3028.jpg,Madonna and Child,"Robert Lehman Collection, 1975",False,results_harvest_17_departments/met_metadata.csv,unknown,15th c. CE,painting
459055,The Annunciation,Robert Lehman Collection,Paintings,,"Oil on panel, transferred to canvas",1480–89,1480,1489,Hans Memling,Netherlandish,,1465.0,1494.0,https://images.metmuseum.org/CRDImages/rl/original/DP-40424-001.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DP-40424-001.jpg,Bedrooms;Angels;Virgin Mary;Archangel Gabriel;Annunciation,"Robert Lehman Collection, 1975",True,results_harvest_17_departments/met_metadata.csv,male,15th c. CE,painting
458971,The Creation of the World and the Expulsion from Paradise,Robert Lehman Collection,Paintings,,Tempera and gold on wood,1445,1445,1445,Giovanni di Paolo (Giovanni di Paolo di Grazia),Italian,,1398.0,1482.0,https://images.metmuseum.org/CRDImages/rl/original/DP-40104-001.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DP-40104-001.jpg,Angels;Gods;Adam;Eve,"Robert Lehman Collection, 1975",True,results_harvest_17_departments/met_metadata.csv,male,15th c. CE,painting
459062,Archangel Gabriel; The Virgin Annunciate,Robert Lehman Collection,Paintings,,Oil on oak panel,ca. 1510,1507,1513,Gerard David,Netherlandish,,1455.0,1523.0,https://images.metmuseum.org/CRDImages/rl/original/DT3083.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DT3083.jpg,Virgin Mary;Archangel Gabriel;Annunciation,"Robert Lehman Collection, 1975",True,results_harvest_17_departments/met_metadata.csv,male,16th c. CE,painting
459008,The Crucified Christ between the Virgin and Saint John the Evangelist,Robert Lehman Collection,Paintings,,"Tempera on wood, gold ground",ca. 1406,1403,1409,Lorenzo Monaco (Piero di Giovanni),Italian,,1370.0,1425.0,https://images.metmuseum.org/CRDImages/rl/original/DT3047.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DT3047.jpg,Christ;Saint John the Evangelist;Virgin Mary;Crucifixion,"Robert Lehman Collection, 1975",False,results_harvest_17_departments/met_metadata.csv,male,15th c. CE,painting
458972,Madonna and Child with Saints Jerome and Agnes,Robert Lehman Collection,Paintings,,"Tempera on wood, gold ground",ca. 1465–70,1460,1475,Giovanni di Paolo (Giovanni di Paolo di Grazia),Italian,,1398.0,1482.0,https://images.metmuseum.org/CRDImages/rl/original/DT3023.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DT3023.jpg,Madonna and Child;Saint Jerome;Saints,"Robert Lehman Collection, 1975",False,results_harvest_17_departments/met_metadata.csv,male,15th c. CE,painting
458998,The Assumption of the Virgin,Robert Lehman Collection,Paintings,,"Tempera on wood, gold ground",1337–38,1334,1341,Bernardo Daddi,Italian,,1290.0,1348.0,https://images.metmuseum.org/CRDImages/rl/original/DP-13487-001.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DP-13487-001.jpg,Women;Angels;Virgin Mary;Assumption of the Virgin,"Robert Lehman Collection, 1975",True,results_harvest_17_departments/met_metadata.csv,male,14th c. CE,painting
458964,Madonna and Child Enthroned with Two Donors,Robert Lehman Collection,Paintings,,"Tempera on wood, gold ground",ca. 1315–30,1310,1320,Goodhart Ducciesque Master,Italian,,1310.0,1330.0,https://images.metmuseum.org/CRDImages/rl/original/DP-32063-001.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DP-32063-001.jpg,Madonna and Child,"Robert Lehman Collection, 1975",False,results_harvest_17_departments/met_metadata.csv,unknown,14th c. CE,painting
459133,The Adoration of the Magi,Robert Lehman Collection,Paintings,,"Tempera on wood, gold ground",ca. 1340–43,1337,1346,"Italian, Neapolitan Follower of Giotto",,,,,https://images.metmuseum.org/CRDImages/rl/original/DP-25504-001.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DP-25504-001.jpg,Virgin Mary;Jesus;Adoration of the Magi,"Robert Lehman Collection, 1975",False,results_harvest_17_departments/met_metadata.csv,unknown,14th c. CE,painting
459253,Holy Face,Robert Lehman Collection,Manuscripts and Illuminations,,Tempera and gold leaf on parchment that has been trimmed and laid down on thin walnut,ca. 1485–90,1482,1493,Gerard David,Netherlandish,,1455.0,1523.0,https://images.metmuseum.org/CRDImages/rl/original/DT3621.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DT3621.jpg,Christ,"Robert Lehman Collection, 1975",True,results_harvest_17_departments/met_metadata.csv,male,15th c. CE,painting
458978,Coronation of the Virgin,Robert Lehman Collection,Paintings,,"Tempera on wood, gold ground",ca. 1455,1452,1458,Giovanni di Paolo (Giovanni di Paolo di Grazia),Italian,,1398.0,1482.0,https://images.metmuseum.org/CRDImages/rl/original/DT708.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DT708.jpg,Angels;Christ;Virgin Mary;Ceremony,"Robert Lehman Collection, 1975",True,results_harvest_17_departments/met_metadata.csv,male,15th c. CE,painting
459065,Virgin and Child,Robert Lehman Collection,Paintings,Netherlandish,Oil on wood,ca. 1525–50,1525,1550,Master of the Female Half-Lengths,Netherlandish,,1520.0,1550.0,https://images.metmuseum.org/CRDImages/rl/original/DT3087.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DT3087.jpg,Madonna and Child,"Robert Lehman Collection, 1975",False,results_harvest_17_departments/met_metadata.csv,unknown,16th c. CE,painting
459136,Madonna and Child,Robert Lehman Collection,Paintings,,"Tempera on wood, gold ground",ca. 1326,1323,1329,Simone Martini,Italian,,1315.0,1344.0,https://images.metmuseum.org/CRDImages/rl/original/DP-29454-001.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DP-29454-001.jpg,Madonna and Child,"Robert Lehman Collection, 1975",True,results_harvest_17_departments/met_metadata.csv,female,14th c. CE,painting
459016,The Annunciation,Robert Lehman Collection,Paintings,,Tempera and gold on wood,ca. 1490,1485,1495,Botticelli (Alessandro di Mariano Filipepi),Italian,,1444.0,1510.0,https://images.metmuseum.org/CRDImages/rl/original/DP267397.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DP267397.jpg,Bedrooms;Virgin Mary;Archangel Gabriel;Annunciation,"Robert Lehman Collection, 1975",True,results_harvest_17_departments/met_metadata.csv,unknown,15th c. CE,painting
458953,Saint Ansanus,Robert Lehman Collection,Paintings,,"Tempera on wood, gold ground",ca. 1326,1323,1329,Simone Martini,Italian,,1315.0,1344.0,https://images.metmuseum.org/CRDImages/rl/original/DP-29455-001.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DP-29455-001.jpg,Men;Saints,"Robert Lehman Collection, 1975",False,results_harvest_17_departments/met_metadata.csv,female,14th c. CE,painting
458970,Saint Ambrose,Robert Lehman Collection,Paintings,,"Tempera on wood, gold ground",ca. 1465–70,1460,1470,Giovanni di Paolo (Giovanni di Paolo di Grazia),Italian,,1398.0,1482.0,https://images.metmuseum.org/CRDImages/rl/original/DT3022.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DT3022.jpg,Men;Saints,"Robert Lehman Collection, 1975",False,results_harvest_17_departments/met_metadata.csv,male,15th c. CE,painting
459079,Mary of Burgundy,Robert Lehman Collection,Paintings,,Oil on fir panel,1528,1528,1528,Master H.A. or A.H.,Austrian,,1520.0,1530.0,https://images.metmuseum.org/CRDImages/rl/original/DP164856.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DP164856.jpg,Portraits;Profiles;Women,"Robert Lehman Collection, 1975",False,results_harvest_17_departments/met_metadata.csv,unknown,16th c. CE,painting
459053,Virgin and Child,Robert Lehman Collection,Paintings,Netherlandish,Oil on oak panel,Early sixteenth century,1484,1490,Hans Memling,Netherlandish,,1465.0,1494.0,https://images.metmuseum.org/CRDImages/rl/original/DT3076.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DT3076.jpg,Madonna and Child,"Robert Lehman Collection, 1975",False,results_harvest_17_departments/met_metadata.csv,male,15th c. CE,painting
459007,The Nativity,Robert Lehman Collection,Paintings,,Tempera and gold on wood,ca. 1406–10,1403,1413,Lorenzo Monaco (Piero di Giovanni),Italian,,1370.0,1425.0,https://images.metmuseum.org/CRDImages/rl/original/DT709.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DT709.jpg,Holy Family;Nativity,"Robert Lehman Collection, 1975",True,results_harvest_17_departments/met_metadata.csv,male,15th c. CE,painting
459071,Portrait of a Woman,Robert Lehman Collection,Paintings,Franco-Flemish,Oil on oak panel,ca. 1470–80,1465,1475,Netherlandish or French,Netherlandish or French,,1475.0,1480.0,https://images.metmuseum.org/CRDImages/rl/original/SLP0129.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/SLP0129.jpg,Portraits;Women,"Robert Lehman Collection, 1975",False,results_harvest_17_departments/met_metadata.csv,unknown,15th c. CE,painting
459073,Virgin and Child with a Dragonfly,Robert Lehman Collection,Paintings,Netherlandish and French,Oil and tempera (?) on paper laid down on oak panel,ca. 1500,1495,1505,Master of Saint Giles,"Netherlandish, French",,1475.0,1550.0,https://images.metmuseum.org/CRDImages/rl/original/DT3093.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DT3093.jpg,Madonna and Child,"Robert Lehman Collection, 1975",False,results_harvest_17_departments/met_metadata.csv,unknown,15th c. CE,painting
458963,"Madonna and Child Enthroned with Saint John the Evangelist, Saint Peter, Saint Agnes, Saint Catherine of Alexandria, Saint Lucy, an Unidentified Female Saint, Saint Paul, and Saint John the Baptist, with Eve and the Serpent; the Annunciation",Robert Lehman Collection,Paintings,,"Tempera on wood, gold ground",1390s,1385,1405,Paolo di Giovanni Fei,Italian,,1369.0,1411.0,https://images.metmuseum.org/CRDImages/rl/original/DT3014.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DT3014.jpg,Madonna and Child;Saint John the Evangelist;Saint Peter;Eve;Annunciation;Saints,"Robert Lehman Collection, 1975",False,results_harvest_17_departments/met_metadata.csv,male,14th c. CE,painting
459057,Saint Christopher and the Infant Christ,Robert Lehman Collection,Paintings,,Oil on oak panel,After 1485,1474,1488,Dieric Bouts,Netherlandish,,1457.0,1475.0,https://images.metmuseum.org/CRDImages/rl/original/DP-26610-001.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DP-26610-001.jpg,Christ;Saint Christopher,"Robert Lehman Collection, 1975",False,results_harvest_17_departments/met_metadata.csv,unknown,15th c. CE,painting
459058,The Adoration of the Christ Child,Robert Lehman Collection,Paintings,Netherlandish,Oil on oak panel,possibly 1496–1502,1491,1507,Master of Frankfurt,Netherlandish,,1491.0,1515.0,https://images.metmuseum.org/CRDImages/rl/original/DT1463.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DT1463.jpg,Men;Angels;Virgin Mary;Jesus,"Robert Lehman Collection, 1975",False,results_harvest_17_departments/met_metadata.csv,unknown,15th c. CE,painting
459078,Nymph of the Spring,Robert Lehman Collection,Paintings,,Oil on beech panel,ca. 1545–50,1540,1555,Lucas Cranach the Younger,German,,1515.0,1586.0,https://images.metmuseum.org/CRDImages/rl/original/DP159773.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DP159773.jpg,Birds;Female Nudes;Nymphs,"Robert Lehman Collection, 1975",False,results_harvest_17_departments/met_metadata.csv,male,16th c. CE,painting
459257,Saint Michael,Robert Lehman Collection,Paintings,,"Tempera and silver on wood, gold ground",mid-1430s,1430,1440,Pietro di Giovanni d'Ambrogio,Italian,,1410.0,1449.0,https://images.metmuseum.org/CRDImages/rl/original/DP366034.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DP366034.jpg,Saint Michael,"Robert Lehman Collection, 1975",False,results_harvest_17_departments/met_metadata.csv,male,15th c. CE,painting
459134,Madonna and Child,Robert Lehman Collection,Paintings,,"Tempera on wood, gold ground",ca. 1340,1337,1343,Lippo Memmi (Filippo di Memmo),Italian,,1317.0,1356.0,https://images.metmuseum.org/CRDImages/rl/original/LC-1975_1_010_001.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/LC-1975_1_010_001.jpg,Madonna and Child,"Robert Lehman Collection, 1975
1975.1.10",False,results_harvest_17_departments/met_metadata.csv,unknown,14th c. CE,painting
458981,Madonna and Child Enthroned with Two Cherubim,Robert Lehman Collection,Paintings,,"Tempera on wood, gold ground",ca. 1440,1435,1445,Sano di Pietro (Ansano di Pietro di Mencio),Italian,,1405.0,1481.0,https://images.metmuseum.org/CRDImages/rl/original/DT3030.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DT3030.jpg,Angels;Madonna and Child,"Robert Lehman Collection, 1975",False,results_harvest_17_departments/met_metadata.csv,unknown,15th c. CE,painting
459005,The Crucifixion,Robert Lehman Collection,Paintings,,"Tempera on wood, gold ground",ca. 1365,1360,1370,Andrea di Cione (Orcagna),Italian,,1315.0,1368.0,https://images.metmuseum.org/CRDImages/rl/original/DT3046.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DT3046.jpg,Sadness;Angels;Virgin Mary;Crucifixion,"Robert Lehman Collection, 1975",False,results_harvest_17_departments/met_metadata.csv,female,14th c. CE,painting
459059,The Holy Family,Robert Lehman Collection,Paintings,Netherlandish,Oil on oak panel,possibly 1527–33,1522,1538,Joos van Cleve,Netherlandish,,1485.0,1541.0,https://images.metmuseum.org/CRDImages/rl/original/DT3079.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DT3079.jpg,Christ;Holy Family;Virgin Mary,"Robert Lehman Collection, 1975",False,results_harvest_17_departments/met_metadata.csv,unknown,16th c. CE,painting
458954,Saint Mary Magdalen,Robert Lehman Collection,Paintings,,"Tempera on wood, gold ground",1350s,1336,1370,Lippo Memmi (Filippo di Memmo),Italian,,1317.0,1356.0,https://images.metmuseum.org/CRDImages/rl/original/DP-14829-001.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DP-14829-001.jpg,Mary Magdalene,"Robert Lehman Collection, 1975",False,results_harvest_17_departments/met_metadata.csv,unknown,14th c. CE,painting
459186,Study for the Equestrian Monument to Francesco Sforza,Robert Lehman Collection,Drawings,,"Pen and brown ink, light and dark brown wash; outlines of the horse and rider pricked for transfer.",early to mid 1480s,1480,1487,Antonio Pollaiuolo,Italian,,1432.0,1498.0,https://images.metmuseum.org/CRDImages/rl/original/DP324215.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DP324215.jpg,Men;Horses,"Robert Lehman Collection, 1975",True,results_harvest_17_departments/met_metadata.csv,male,15th c. CE,drawing_paper
458958,Head of the Virgin,Robert Lehman Collection,Paintings,,Tempera on wood (paint around head scraped away and vacant area gessoed),ca. 1415–18,1410,1420,Taddeo di Bartolo,Italian,,1362.0,1422.0,https://images.metmuseum.org/CRDImages/rl/original/DP293275.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DP293275.jpg,Heads;Virgin Mary,"Robert Lehman Collection, 1975",False,results_harvest_17_departments/met_metadata.csv,male,15th c. CE,painting
458969,The Virgin Annunciate,Robert Lehman Collection,Paintings,,"Tempera on wood, gold ground",ca. 1445–50,1440,1455,Andrea Delitio,Italian,,1435.0,1485.0,https://images.metmuseum.org/CRDImages/rl/original/DP267396.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DP267396.jpg,Virgin Mary,"Robert Lehman Collection, 1975",False,results_harvest_17_departments/met_metadata.csv,female,15th c. CE,painting
459064,Adoration of the Magi,Robert Lehman Collection,Paintings,Netherlandish,Oil on oak panel,probably seventeenth century,1600,1699,Imitator of Netherlandish (Antwerp Mannerist) Painter,Netherlandish,,,,https://images.metmuseum.org/CRDImages/rl/original/DT3085.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DT3085.jpg,Men;Madonna and Child;Adoration of the Magi,"Robert Lehman Collection, 1975",False,results_harvest_17_departments/met_metadata.csv,unknown,17th c. CE,painting
459582,The Holy Virgins Greeted by Christ as They Enter the Gates of Paradise,Robert Lehman Collection,Manuscripts and Illuminations,,Tempera and gold leaf on parchment,ca. 1467–70,1464,1473,Simon Marmion,French,,1425.0,1489.0,https://images.metmuseum.org/CRDImages/rl/original/DT3614.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DT3614.jpg,Women;Angels;Christ;Heaven,"Robert Lehman Collection, 1975",False,results_harvest_17_departments/met_metadata.csv,male,15th c. CE,painting
459001,Madonna Adoring the Child,Robert Lehman Collection,Paintings,,Tempera and gold on wood,ca. 1490–95,1485,1495,Botticelli (Alessandro di Mariano Filipepi),Italian,,1444.0,1510.0,https://images.metmuseum.org/CRDImages/rl/original/DP318246.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DP318246.jpg,Virgin Mary;Jesus;Nativity,"Robert Lehman Collection, 1975",False,results_harvest_17_departments/met_metadata.csv,unknown,15th c. CE,painting
720984,Model for a medal of Francesco Redi; a Ship at Sea,Robert Lehman Collection,Medals,,Wax on slate.,1677,1677,1677,Massimiliano Soldani,Italian,,1656.0,1740.0,https://images.metmuseum.org/CRDImages/rl/original/SLP1320b.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/SLP1320b.jpg,Ships,"Robert Lehman Collection, 1975",False,results_harvest_17_departments/met_metadata.csv,male,17th c. CE,other
917782,"[Merchants' Carnival Portrait: Hiram Jennings Fancy Groceries, Moberly, Missouri]",Photographs,Photographs,,Albumen silver print,1880s–1890s,1880,1899,True,American,,1880.0,1899.0,https://images.metmuseum.org/CRDImages/ph/original/DP-43423-235.jpg,https://images.metmuseum.org/CRDImages/ph/web-large/DP-43423-235.jpg,,"Gift of the Shimshak Brenner Family, in memory of Robert Shimshak, 2024",False,results_harvest_17_departments/met_metadata.csv,unknown,19th c. CE,print
623038,"Figure 20: Profound suffering, with resignation",Photographs,Photographs,,Albumen silver print from glass negative,"1854–56, printed 1862",1854,1856,Guillaume-Benjamin-Amand Duchenne de Boulogne,French,,1806.0,1875.0,https://images.metmuseum.org/CRDImages/ph/original/DP304445.jpg,https://images.metmuseum.org/CRDImages/ph/web-large/DP304445.jpg,Science;Men;Portraits,"Purchase, The Buddy Taub Foundation Gift, Dennis A. Roach and Jill Roach, Directors; Harris Brisbane Dick and William E. Dodge Funds; and W. Bruce and Delaney H. Lundberg Gift, 2013",False,results_harvest_17_departments/met_metadata.csv,unknown,19th c. CE,print
464453,"Altarpiece with the Lives of Jesus, Saint John the Baptist, and Saint John the Evangelist",Medieval Art,Bone,North Italian,"Bone framed with intarsia and horn, traces of paint and gilding",ca. 1390–1400,1390,1400,Baldassare degli Embriachi,Italian,,1390.0,1409.0,https://images.metmuseum.org/CRDImages/md/original/sf17-190-489s01a.jpg,https://images.metmuseum.org/CRDImages/md/web-large/sf17-190-489s01a.jpg,Christ;Saint John the Baptist;Saint John the Evangelist;Annunciation;Bearing the Cross;Crucifixion;Nativity,"Gift of J. Pierpont Morgan, 1917",False,results_harvest_new_7_departments/met_metadata.csv,male,14th c. CE,other
468372,"The Three Magi, from an Adoration Group",Medieval Art,Sculpture-Wood,South German,"Wood, gesso, paint, gilding",ca. 1515–20,1515,1520,Hans Thoman,German,,1514.0,1525.0,https://images.metmuseum.org/CRDImages/md/original/DP330356.jpg,https://images.metmuseum.org/CRDImages/md/web-large/DP330356.jpg,Men;Adoration of the Magi,"Purchase, Joseph Pulitzer Bequest, 1951",False,results_harvest_new_7_departments/met_metadata.csv,male,16th c. CE,other
468254,Manuscript Illumination with Adoration of the Magi,Medieval Art,Manuscripts and Illuminations,Netherlandish,"Tempera, ink, and shell gold on parchment",ca. 1515–25,1515,1525,Master of James IV of Scotland (probably Gerard Horenbout),Netherlandish,,1480.0,1535.0,https://images.metmuseum.org/CRDImages/md/original/DT11895.jpg,https://images.metmuseum.org/CRDImages/md/web-large/DT11895.jpg,Men;Women;Cows;Dogs;Donkeys;Horses;Virgin Mary;Jesus;Adoration of the Magi,"Bequest of George D. Pratt, 1935",False,results_harvest_new_7_departments/met_metadata.csv,unknown,16th c. CE,painting
467421,Leaf from a Manuscript of Valerius Maximus,Medieval Art,Manuscripts and Illuminations,French,"Tempera, ink, and gold on parchment",ca. 1380–90,1375,1385,Workshop of Pierre Remiet,French,,1368.0,1396.0,https://images.metmuseum.org/CRDImages/md/original/DT5143.jpg,https://images.metmuseum.org/CRDImages/md/web-large/DT5143.jpg,Altars;Kings;Men;Ceres;Bishops,"Bequest of Gwynne M. Andrews, 1930",False,results_harvest_new_7_departments/met_metadata.csv,unknown,14th c. CE,painting
503046,Grand Pianoforte,Musical Instruments,Chordophone-Zither-struck-piano,British,"Satinwood veneer, oak, spruce, iron, steel, ebony, ivory, gilding, mother-of-pearl, holly, mahogany, burl walnut, tulipwood, silver wire",ca. 1840,1820,1860,Érard,French,,1780.0,1959.0,https://images.metmuseum.org/CRDImages/mi/original/DP225545.jpg,https://images.metmuseum.org/CRDImages/mi/web-large/DP225545.jpg,Birds;Men;Women;Bacchus;Ceres;Persephone,"Gift of Mrs. Henry McSweeney, 1959",True,results_harvest_new_7_departments/met_metadata.csv,unknown,19th c. CE,other
501475,‘Gaillard’ Musette,Musical Instruments,Aerophone-Reed Vibrated-bagpipe,French,"leather, horn, ivory, wood.",,0,0,P. Gaillard,French,,,,https://images.metmuseum.org/CRDImages/mi/original/89.4.864 full.jpg,https://images.metmuseum.org/CRDImages/mi/web-large/89.4.864 full.jpg,,"The Crosby Brown Collection of Musical Instruments, 1889",False,results_harvest_new_7_departments/met_metadata.csv,unknown,unknown,other
503455,‘Gaillard’ Musette,Musical Instruments,Aerophone-Reed Vibrated-bagpipe,French,"Ivory, skin, cloth",,0,0,P. Gaillard,French,,,,https://images.metmuseum.org/CRDImages/mi/original/1994.296 full.jpg,https://images.metmuseum.org/CRDImages/mi/web-large/1994.296 full.jpg,,"Rogers Fund, 1994",False,results_harvest_new_7_departments/met_metadata.csv,unknown,unknown,other
624385,Viola,Musical Instruments,Chordophone-Lute-bowed-unfretted,Austrian,"Spruce, maple, blackwood",ca. 1660,1655,1665,Jacob Stainer,Austrian,,1617.0,1683.0,https://images.metmuseum.org/CRDImages/mi/original/DP318305.jpg,https://images.metmuseum.org/CRDImages/mi/web-large/DP318305.jpg,,"Purchase, Robert Alonzo Lehman Bequest, Fletcher Fund, 2012 Benefit Fund and Beatrice Francais Gift, 2013",False,results_harvest_new_7_departments/met_metadata.csv,male,17th c. CE,other
501476,‘Gaillard’ Musette,Musical Instruments,Aerophone-Reed Vibrated-bagpipe,French,"Ivory, leather, silk",19th century,1801,1899,P. Gaillard,French,,,,https://images.metmuseum.org/CRDImages/mi/original/DP-29490-001.jpg,https://images.metmuseum.org/CRDImages/mi/web-large/DP-29490-001.jpg,,"The Crosby Brown Collection of Musical Instruments, 1889",False,results_harvest_new_7_departments/met_metadata.csv,unknown,19th c. CE,other
505742,Harp Guitar,Musical Instruments,Chordophone-Lute-plucked-fretted,French,"Spruce, maple, iron, nickel silver",1827,1827,1827,Joseph Laurent Mast,French,,1779.0,1830.0,https://images.metmuseum.org/CRDImages/mi/original/DP159192.jpg,https://images.metmuseum.org/CRDImages/mi/web-large/DP159192.jpg,,"Purchase, Frederick M. Lehman Bequest, 2007",False,results_harvest_new_7_departments/met_metadata.csv,male,19th c. CE,other
